Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Nationality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Grade_average_1st_sem,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Grade_average_2nd_sem,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status_at_end_of_course
single,1st phase - special contingent (Madeira Island),2,Management,Daytime,Secondary education,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Unskilled Workers,Yes,No,No,Yes,Male,No,19,No,0,5,8,5,11.6,0,0,5,9,3,11.0,0,10.8,1.4,1.74,Dropout
single,Holders of other higher courses,1,Journalism and Communication,Daytime,Higher education - master (2nd cycle),Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Installation and Machine Operators and Assembly Workers,No,No,No,Yes,Male,No,25,No,0,6,6,6,14.666666666666666,0,0,6,6,6,13.5,0,11.1,0.6,2.02,Graduate
single,1st phase - general contingent,1,Communication Design,Daytime,Secondary education,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,Yes,No,No,Yes,Male,No,22,No,0,6,9,6,14.666666666666666,0,0,6,12,6,14.666666666666666,0,12.7,3.7,-1.7,Graduate
single,Over 23 years old,1,Nursing,Daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Unskilled Workers,No,No,No,Yes,Male,No,24,No,0,8,8,7,12.742857142857144,0,0,8,8,7,12.742857142857144,0,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent,2,Nursing,Daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,"Personal Services, Security and Safety Workers and Sellers",Armed Forces Professions,Yes,No,No,Yes,Male,No,19,No,0,7,9,7,11.975,0,0,8,9,7,13.12857142857143,0,13.9,-0.3,0.79,Graduate
single,Change of course,1,Informatics Engineering,Daytime,Secondary education,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions,No,No,No,Yes,Male,No,18,No,0,5,9,4,12.25,0,0,5,11,3,11.666666666666666,0,13.9,-0.3,0.79,Enrolled
single,2nd phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",No,No,No,No,Male,No,20,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
single,1st phase - general contingent,2,Nursing,Daytime,Secondary education,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",Yes,No,No,Yes,Male,Yes,19,No,0,8,8,7,14.935714285714283,0,0,8,8,7,14.935714285714283,0,10.8,1.4,1.74,Graduate
single,Change of course,3,Tourism,Daytime,Secondary education,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Male,No,19,No,1,6,16,2,10.5,0,0,6,15,4,10.0,0,7.6,2.6,0.32,Dropout
single,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Higher Education - Degree,Higher Education - Degree,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,Yes,No,No,Yes,Male,No,19,No,0,6,9,5,13.333333333333334,0,0,6,6,5,13.0,0,12.4,0.5,1.79,Graduate
single,Change of course,1,Agronomy,Daytime,Secondary education,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",No,No,Yes,Yes,Male,No,23,No,0,6,6,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Dropout
married,Over 23 years old,1,Journalism and Communication,Daytime,Secondary education,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Intermediate Level Technicians and Professions,No,No,No,Yes,Male,No,47,No,0,6,12,5,13.8,0,0,6,13,4,14.0,0,12.7,3.7,-1.7,Dropout
single,1st phase - general contingent,1,Communication Design,Daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,Unskilled Workers,No,No,No,Yes,Male,No,19,No,0,6,6,6,11.833333333333334,0,0,6,8,4,10.75,2,16.2,0.3,-0.92,Graduate
single,1st phase - general contingent,4,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,Installation and Machine Operators and Assembly Workers,Yes,No,No,Yes,Male,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Graduate
single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,Yes,No,No,Yes,Male,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Dropout
single,Change of course,1,Management,Daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",No,No,No,Yes,Male,No,28,No,0,5,9,2,10.0,0,0,5,9,0,0.0,0,15.5,2.8,-4.06,Dropout
single,Change of course,1,Tourism,Daytime,Frequency of higher education,Portuguese,Unknown,Unknown,Student,Student,Yes,No,No,Yes,Male,No,20,No,0,6,10,4,11.5,0,0,6,11,3,11.666666666666666,0,7.6,2.6,0.32,Dropout
single,2nd phase - general contingent,2,Tourism,Daytime,Secondary education,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",No,No,No,Yes,Male,Yes,18,No,0,6,12,3,10.666666666666666,0,0,6,9,4,12.0,0,15.5,2.8,-4.06,Enrolled
single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Installation and Machine Operators and Assembly Workers,Yes,No,No,Yes,Male,Yes,21,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent,1,Tourism,Daytime,Secondary education,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Administrative staff,No,No,No,Yes,Male,No,19,No,0,6,10,4,12.75,0,0,6,12,2,13.0,0,10.8,1.4,1.74,Enrolled
single,Over 23 years old,1,Tourism,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",No,No,Yes,No,Male,No,24,No,0,6,7,0,0.0,0,0,6,7,0,0.0,0,16.2,0.3,-0.92,Dropout
single,Over 23 years old,1,Equinculture,Daytime,Secondary education,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Cleaning workers,Other administrative support staff,No,No,No,Yes,Male,No,24,No,0,6,11,6,11.333333333333334,0,0,6,12,3,11.333333333333334,0,16.2,0.3,-0.92,Enrolled
single,Over 23 years old,1,Veterinary Nursing,Daytime,Other - 11th year of schooling,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,Yes,No,Yes,No,Male,No,25,No,0,6,6,0,0.0,0,0,6,6,0,0.0,0,8.9,1.4,3.51,Enrolled
single,Over 23 years old,1,Tourism,Daytime,Secondary education,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,Administrative staff,No,No,No,Yes,Male,No,28,No,0,6,10,6,13.0,0,0,6,8,5,12.2,0,13.9,-0.3,0.79,Graduate
married,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Male,No,37,No,0,5,7,4,10.75,0,0,5,7,3,11.333333333333334,0,7.6,2.6,0.32,Enrolled
single,Change of course,1,Informatics Engineering,Daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",No,No,No,Yes,Male,No,19,No,0,5,8,5,12.0,0,0,5,12,2,10.5,0,13.9,-0.3,0.79,Enrolled
single,2nd phase - general contingent,4,Nursing,Daytime,Secondary education,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",Yes,No,No,Yes,Male,Yes,18,No,0,7,7,7,13.462857142857144,0,0,8,8,8,13.90625,0,11.1,0.6,2.02,Graduate
single,Over 23 years old,1,Tourism,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Other Situation,Other Situation,No,No,No,Yes,Male,No,48,No,0,6,13,3,10.0,0,0,6,15,1,10.0,0,7.6,2.6,0.32,Dropout
single,2nd phase - general contingent,4,Social Service,Daytime,Secondary education,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,Yes,No,No,Yes,Male,No,21,No,0,6,6,6,12.333333333333334,0,0,6,7,6,13.666666666666666,0,8.9,1.4,3.51,Graduate
single,2nd phase - general contingent,1,Nursing,Daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",No,No,No,Yes,Male,Yes,19,No,0,7,11,6,12.528571428571428,0,0,7,10,6,12.416666666666666,0,15.5,2.8,-4.06,Enrolled
single,Change of course,2,Nursing,Daytime,Secondary education,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Armed Forces Professions,No,No,No,Yes,Male,Yes,21,No,0,8,8,0,0.0,8,0,8,8,0,0.0,8,9.4,-0.8,-3.12,Enrolled
single,Technological specialization diploma holders,1,Informatics Engineering,Daytime,Secondary education,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,2nd year complementary high school course,Unskilled Workers,Installation and Machine Operators and Assembly Workers,Yes,No,Yes,No,Male,No,23,No,0,5,6,0,0.0,0,0,5,7,0,0.0,0,13.9,-0.3,0.79,Dropout
single,1st phase - general contingent,1,Equinculture,Daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Armed Forces Professions,Yes,No,No,Yes,Male,No,18,No,0,5,5,5,13.6,0,0,5,6,4,13.25,1,10.8,1.4,1.74,Graduate
single,Technological specialization diploma holders,1,Social Service,Daytime,Technological specialization course,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Intermediate Level Technicians and Professions,No,No,No,Yes,Male,No,22,No,3,6,7,6,12.333333333333334,0,2,6,6,2,14.0,0,13.9,-0.3,0.79,Dropout
single,1st phase - special contingent (Madeira Island),1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",Yes,No,No,Yes,Male,No,25,No,9,13,16,10,11.454545454545457,0,5,11,13,7,12.25,0,12.4,0.5,1.79,Dropout
single,Holders of other higher courses,1,Veterinary Nursing,Daytime,Higher education - degree (1st cycle),Portuguese,Higher Education - Doctorate,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,No,No,Yes,Yes,Male,No,27,No,8,13,13,8,13.5,2,5,11,12,5,14.4,0,11.1,0.6,2.02,Dropout
single,Over 23 years old,1,Informatics Engineering,Daytime,Other - 11th year of schooling,Portuguese,Unknown,Unknown,Student,Student,No,No,No,No,Male,No,49,No,0,5,5,0,0.0,0,0,5,6,0,0.0,0,10.8,1.4,1.74,Dropout
single,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",No,No,No,No,Male,No,31,No,0,5,5,2,11.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout
single,Over 23 years old,1,Tourism,Daytime,Secondary education,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",No,No,No,Yes,Male,No,54,No,0,6,9,6,13.714285714285714,0,0,6,13,5,14.333333333333334,0,16.2,0.3,-0.92,Dropout
single,Holders of other higher courses,1,Biofuel Production Technologies,Daytime,Higher education - degree (1st cycle),Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Yes,No,Yes,No,Male,No,25,No,18,21,26,21,12.363636363636363,0,12,16,21,12,12.25,1,11.1,0.6,2.02,Dropout
single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,Portuguese,Higher Education - Doctorate,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,No,No,No,Yes,Male,No,20,No,1,7,13,3,10.666666666666666,0,0,6,14,2,11.5,0,15.5,2.8,-4.06,Enrolled
single,Holders of other higher courses,1,Communication Design,Daytime,Higher education - degree,Portuguese,Higher Education - Master's,Higher Education - Master's,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,No,No,No,Yes,Male,No,28,No,0,6,9,2,12.0,0,0,6,10,3,12.666666666666666,0,12.7,3.7,-1.7,Dropout
married,Over 23 years old,1,Social Service (evening attendance),Evening,Basic education 3rd cycle (9th/10th/11th year) or equiv.,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",No,No,No,Yes,Male,No,41,No,1,7,7,7,12.857142857142858,0,0,6,6,6,13.166666666666666,0,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent,2,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Administrative staff,No,No,No,Yes,Male,Yes,19,No,0,6,10,6,13.125,0,0,6,9,6,12.714285714285714,0,11.1,0.6,2.02,Enrolled
single,Change of course,1,Management,Daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,No,No,No,Yes,Male,No,22,No,0,5,6,0,0.0,0,0,5,8,2,11.5,0,15.5,2.8,-4.06,Dropout
single,1st phase - general contingent,1,Tourism,Daytime,Secondary education,Portuguese,Higher Education - Bachelor's Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions,No,No,No,Yes,Male,No,34,No,0,6,13,2,13.5,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout
single,Over 23 years old,1,Agronomy,Daytime,Secondary education,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,No,No,Yes,No,Male,No,28,No,5,11,14,11,15.090909090909092,0,5,10,11,10,15.0,0,11.1,0.6,2.02,Dropout
single,1st phase - general contingent,1,Basic Education,Daytime,Secondary education,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Administrative staff,Yes,No,No,Yes,Male,No,42,No,0,6,9,5,12.4,0,0,6,10,5,11.8,0,7.6,2.6,0.32,Enrolled
single,3rd phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers and Sellers",No,No,No,No,Male,No,21,No,0,6,10,5,14.0,0,0,6,11,4,14.8,0,11.1,0.6,2.02,Enrolled
single,Holders of other higher courses,1,Agronomy,Daytime,Higher education - degree,Portuguese,Technological specialization course,Technological specialization course,Unskilled Workers,Administrative staff,No,No,No,Yes,Male,No,50,No,2,6,8,2,13.5,0,1,6,9,1,13.0,0,15.5,2.8,-4.06,Dropout
single,1st phase - general contingent,4,Management,Daytime,Secondary education,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,Administrative staff,Yes,No,No,Yes,Male,No,19,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.4,0.5,1.79,Dropout
single,Change of course,1,Nursing,Daytime,Secondary education,Portuguese,Higher Education - Degree,Higher Education - Master's,Specialists in Intellectual and Scientific Activities,Administrative staff,No,No,No,Yes,Male,No,18,No,0,7,12,4,12.65,0,0,7,10,3,10.666666666666666,0,16.2,0.3,-0.92,Dropout
